name	id	gender	language	variations	meaning
Korban	/m/05d3hgn	Male	Greek Language	/m/05d3hrn,/m/05d3hrf	
Phelia	/m/05d7j87	Female	Greek Language	/m/05d7j84,/m/05d7kb2,/m/05d7j7q,/m/05d7kb9	
Tuck	/m/05d99ms	Male	Middle English	/m/05d99mp,/m/05d9bpk	
Terencio	/m/05d939z	Male	Latin Language	/m/05d94wh,/m/05d94wb,/m/05d939w,/m/05d947y,/m/05d9387,/m/05d9482,/m/05d94w5	
Clayborne	/m/05d3fgy	Female	Old English language,German Language	/m/05d3fgt,/m/05d3ggh,/m/05d3fgk,/m/05d3fgp,/m/05d3fgf,/m/05d3fh9	
Orkény	/m/05d7l20	Male	Hungarian	/m/05d7l1s	
Vernia	/m/05d9f2h	Male	French Language,Latin Language	/m/05d9g0k,/m/05d9hc3,/m/05d9hc8,/m/05d9hcl,/m/05d9gvk,/m/05d9f2d,/m/05d9hbz,/m/05d9hcf,/m/05d9hcr,/m/05d9hbt,/m/05d9g5j,/m/05d9hbn	
Chauncey	/m/05d39kl	Male	Old French,Latin Language	/m/05d39kq,/m/05d39ky	
Cahyim	/m/05d37tq	Male	Hebrew Language	/m/05d395h,/m/05d394t,/m/05d39cg,/m/05d39c2,/m/05d37tm	
Karmelita	/m/05d33n0	Female	Hebrew Language,Latin Language	/m/05d345s,/m/05d346d,/m/05d3462,/m/05d35bl,/m/05d33my,/m/05d345y,/m/05d3484,/m/05d3467,/m/05d359k	
Karlo	/m/05d33ct	Male		/m/05d33gd,/m/05d33nw,/m/05d331h,/m/05d33cq,/m/05d33p0,/m/05d331m,/m/05d33kz,/m/05d331q,/m/05d33cm,/m/05d331t,/m/05d33cj	
Carrie	/m/05d32nc	Female,Male	Turkish Language,Latin Language,Old High German,Greek Language	/m/05d4_yk,/m/05d4__n,/m/05d348s,/m/05d4_kg,/m/05d51jr,/m/05d34ll,/m/05d50k5,/m/05d36wl,/m/05d35j7,/m/05d511f,/m/05d35ql,/m/05d510t,/m/05d32n8,/m/05d4_bx,/m/05d51gc,/m/05d50v_,/m/05d36yj,/m/05d3567,/m/05d51qb,/m/05d38yz,/m/05d36r3,/m/05d4_vv,/m/05d33_t,/m/05d5134,/m/05d510z,/m/05d357j,/m/05d34ww,/m/05d355y,/m/05d340h,/m/05d361w,/m/05d3353,/m/05d355s,/m/05d355p,/m/05d36_f,/m/05d4_c5,/m/05d35h9,/m/05d4_gh,/m/05d5113,/m/05d50m7,/m/05d335w,/m/05d3562,/m/05d335h,/m/05d5118,/m/05d360d,/m/05d357_,/m/05d510b,/m/05d34t_,/m/05d4_9h,/m/05d510n,/m/05d4_cg,/m/05d366j,/m/05d4_bm,/m/05d510h	
Bordan	/m/05d2x89	Male	Old English language,Old French	/m/05d2x8g	
Bly	/m/05d2x3y	Female			
Bindiya	/m/05d2vtw	Female	Hindi Language		
Parkley	/m/05d7mfr	Male	Old English language	/m/05d7mfm,/m/05d7mf_,/m/05d7mh0,/m/05d7mgd	
Sonja	/m/05d8twj	Female	Russian Language	/m/05d8v3l,/m/05d8twf	
Beulah	/m/05d2vfb	Female	Arabic Language		
Bergan	/m/05d2ssy	Male	German Language	/m/05d2t0n,/m/05d2t0y	
Bemus	/m/05d2s_h	Male	Greek Language		
Azalea	/m/05d2qhm	Female	Arabic Language		
Bart	/m/05d2q9n	Male	Hebrew Language	/m/05d2q9k,/m/05d2qs_,/m/05d2rr7,/m/05d2rk1,/m/05d2rkj,/m/05d2rjf,/m/05d2rj9,/m/05d2qk8,/m/05d2rk6,/m/05d2rjr,/m/05d2rkc,/m/05d2rjl,/m/05d2rjx,/m/05d2rrd	
Atifa	/m/05d2kh3	Female	Arabic Language		
Tori	/m/05d98lj	Female,Male	Latin Language,Japanese Language,Gaelic	/m/05d9fzw,/m/05d99dx,/m/05d9fw_,/m/05d9g_r,/m/05d9fy7,/m/05d9fvr,/m/05d9fwd,/m/05d9bdf,/m/05d9fw5,/m/05d9bdl,/m/05d9fvz,/m/05d98k4,/m/05d9bd8,/m/05d9fwm,/m/05d9h6c,/m/05d9fwv,/m/05d9fvl	
Tsutomu	/m/0661m65				
Angel	/m/05d2cx6	Female	French Language,Greek Language	/m/05d2d12,/m/05d2czc,/m/05d2d07,/m/05d2d9p,/m/05d2d02,/m/05d2d1s,/m/05d2c_y,/m/05d2cx3,/m/05d2db9,/m/05d2dqy	
Phae	/m/05d7v4q	Female	Greek Language	/m/05d7vzw,/m/05d7v4m,/m/05d7vzq	
Alimaia	/m/05d29k3	Female	Arabic Language	/m/05d29jn,/m/05d29ls,/m/05d29jw,/m/05d29j_,/m/05d29jr,/m/05d29jk	
Israel	/m/05d4rgp	Male	Hebrew Language		
Ryoko	/m/05fsdd	Female	Japanese Language		
Aman	/m/05d29b9	Female	Hindi Language	/m/05d29b1	
Amdis	/m/05d297t	Female	Latin Language		
Philander	/m/05d7vxb	Female	Greek Language	/m/05d7wpk,/m/05d7wh8,/m/05d7wp0,/m/05d7wnw,/m/05d7vx7,/m/05d7wq2	
Alonso	/m/05d28qb	Male	Old High German	/m/05d28py,/m/05d28pr,/m/05d28rz,/m/05d28q0,/m/05d28pv,/m/05d28q6,/m/05d28q3	
Aleks	/m/05d23js	Male	Greek Language	/m/05d26hk,/m/05d24sw,/m/05d23jp,/m/05d26vn,/m/05d24q2,/m/05d26hq,/m/05d24ft,/m/05d26vh,/m/05d23_h,/m/05d25cl,/m/05d26vb,/m/05d25v_,/m/05d25mr,/m/05d24hv,/m/05d26hd,/m/05d2468,/m/05d254l,/m/05d24l_,/m/05d26j5,/m/05d26hw,/m/05d24yc,/m/05d25rj,/m/05d23tn,/m/05d26j0,/m/05d24x5,/m/05d25s5,/m/05d25rq	
Syna	/m/05d91fg	Female	Greek Language		
Al	/m/05d21x8	Male,Female	German Language,Old High German,Greek Language	/m/05d25mx,/m/05d2322,/m/05d26sy,/m/05d26sg,/m/05d21x5,/m/05d22tn,/m/05d27jl,/m/05d231m,/m/05d225c,/m/05d26m8,/m/05d26sm,/m/05d26rp,/m/05d26rv,/m/05d25m_,/m/05d25nm,/m/05d26nd,/m/05d26lt,/m/05d26ln,/m/05d231g,/m/05d26r_,/m/05d26s9,/m/05d27jr,/m/05d26n7,/m/05d231y,/m/05d25n9,/m/05d21yw,/m/05d25pw,/m/05d26s4,/m/05d26lb,/m/05d22yy,/m/05d25n4,/m/05d231s,/m/05d26n0,/m/05d26lh,/m/05d25ng,/m/05d26ss,/m/05d225h,/m/05d22wd	
Achyuta	/m/05d1wzb	Male	Hindi Language		
Raymund	/m/05d801f	Male	Old High German,Old English language	/m/05d801b,/m/05d80xc,/m/05d80yc,/m/05d80b2,/m/05d82g4,/m/05d80xn,/m/05d82fx	
Ransford	/m/05d807b	Male	Old English language		
Acelin	/m/05d1wqh	Female			
Randell	/m/05d815m	Male	Old English language	/m/05d81hb,/m/05d81jq,/m/05d81pm,/m/05d81f2,/m/05d818p,/m/05d819z,/m/05d815j,/m/05d81lh,/m/05d81qr,/m/05d81nq,/m/05d81jb,/m/05d7_pf,/m/05d81p2,/m/05d81qc	
Absa	/m/05d1wg2	Male	Arabic Language,Aramaic language,Hebrew Language	/m/05d1wft,/m/05d1wf9,/m/05d1wfk,/m/05d1wf1	
Abod	/m/05d1w6q	Male	Hungarian	/m/05d1w6m,/m/05d1wgq,/m/05d1wgh	
Adrien	/m/05d1_lv	Male	Latin Language,Greek Language	/m/05d1_v0,/m/05d1_th,/m/05d1_tw,/m/05d1_lr,/m/05d1_v5,/m/05d1_vb	
Rosalyn	/m/05d89y2	Female	Old French,Spanish Language	/m/05d8f_7,/m/05d89x_,/m/05d8g86,/m/05d8f_t,/m/05d8dyj,/m/05d8c7r,/m/05d8dzr,/m/05d8dz1,/m/05d8gfn,/m/05d8gfw,/m/05d8d23,/m/05d8dy4,/m/05d8d3d,/m/05d8d2d	
Santos	/m/05d8kv2	Male	Italian Language	/m/05d8kv6	
Valonia	/m/05d9dsf	Female	Latin Language		
Takai	/m/05d9219	Male	Japanese Language		
Thom	/m/05d967z	Male	Greek Language	/m/05d971l,/m/05d965y,/m/05d971f,/m/05d96w1,/m/05d972z,/m/05d967w,/m/05d9718,/m/05d96tx,/m/05d9723,/m/05d96xc	
Sebert	/m/05d8m6p	Male	Old English language	/m/05d8mhp,/m/05d8mhv,/m/05d8mj4,/m/05d8mj9,/m/05d8mh_,/m/05d8m6l	
Silvester	/m/05d8tj6	Male	Latin Language	/m/05d8tj3,/m/05d8vgy,/m/05d8vl4,/m/05d8ttp,/m/05d8tt4,/m/05d8vm4,/m/05d8vk9,/m/05d8vv0,/m/05d8ts_	
Celene	/m/05d8nlt	Female	Greek Language	/m/05d8nmw,/m/05d8nll,/m/05d8nlp,/m/05d8nlh,/m/05d8nvb,/m/05d8ql8,/m/05d8nl5,/m/05d8nld,/m/05d8qs7,/m/05d8nkz,/m/05d8nl9,/m/05d8nvk,/m/05d8nl2	
Tad	/m/05d93p7	Male	Latin Language	/m/05d94ct,/m/05d94cj,/m/05d93n_,/m/05d94c7,/m/05d94dn,/m/05d94f6,/m/05d93nr,/m/05d94d2,/m/05d94fh,/m/05d94dy,/m/05d94br,/m/05d93nm,/m/05d94dc,/m/05d94bx	
Taner	/m/05d92l0	Male	Turkish Language		
Stanmore	/m/05d8wlp	Male	Old English language	/m/05d8y10,/m/05d8xs4,/m/05d8y0k,/m/05d8xs0,/m/05d8y0q,/m/05d8xfj,/m/05d8wcv,/m/05d8wll,/m/05d8wkf,/m/05d8y0w,/m/05d8x73,/m/05d8wq6,/m/05d8wv8	
Sheilah	/m/05d8r1g	Female	Latin Language	/m/05d8r8p,/m/05d8r7f,/m/05d8r7n,/m/05d8r80,/m/05d8r1c	
Septimus	/m/05d8qyj	Male	Latin Language		
Vilhelmina	/m/05d9m5m	Female		/m/05d9mbw,/m/05d9mj6,/m/05d9mj1,/m/05d9mjt,/m/05d9mkl,/m/05d9m5j,/m/05d9mk8,/m/05d9ndr,/m/05d9mjn,/m/05d9mjc,/m/05d9ndx,/m/05d9mkf,/m/05d9mbz,/m/05d9mc3,/m/05d9nf1,/m/05d9mk3,/m/05d9mjz,/m/05d9mkr,/m/05d9mjj,/m/05d9nf6,/m/05d9ndl	
Tardos	/m/05d92yd	Male	Hungarian		
Stasia	/m/05d8vqc	Female,Male	Latin Language	/m/05d8wf5,/m/05d8vz7,/m/05d8vq8,/m/05d8vz2,/m/05d8vpr	
Yanis	/m/06415_j				
Mame	/m/05d6783	Female	Hebrew Language	/m/05d6b1l,/m/05d68cp,/m/05d6c1f,/m/05d6b6r,/m/05d68lc,/m/05d68n7,/m/05d68ms,/m/05d6c1_,/m/05d6c1l,/m/05d68my,/m/05d68n2,/m/05d68bc,/m/05d68nk,/m/05d68cc,/m/05d6b2d,/m/05d68m9,/m/05d68nq,/m/05d6c18,/m/05d6c0n,/m/05d68lp,/m/05d68lv,/m/05d68d4,/m/05d6b2q,/m/05d68l1,/m/05d68cv,/m/05d68p5,/m/05d6c0z,/m/05d68l_,/m/05d68c_,/m/05d6b22,/m/05d68nw,/m/05d6b30,/m/05d6c13,/m/05d6c0t,/m/05d68kd,/m/05d68cj,/m/05d68mm,/m/05d68m4,/m/05d68nd,/m/05d68kz,/m/05d6b6l,/m/05d6c1r,/m/05d6bbj,/m/05d67wz,/m/05d6b2w,/m/05d68l6,/m/05d68p0,/m/05d6b35,/m/05d68mg,/m/05d696l,/m/05d68lj,/m/05d6b27,/m/05d6b2k,/m/05d68qp,/m/05d67jl	
Marshall	/m/05d668f	Male	English Language,French Language	/m/05d6685,/m/05d672v,/m/05d6681,/m/05d6689	
Vladas	/m/04zvw4f				
Juhel	/m/04m_cmb				
Ælfflæd	/m/04jjw27				
Bo	/m/03gxjyt	Male,Female	French Language,Chinese language,Gaelic,Swedish Language	/m/05d2smd,/m/05d2wfb,/m/05d2x6q,/m/05d2sm4	
Nasrin	/m/03ybvhb	Female			
Chiquinho	/m/04glg52				
Jed	/m/04n3bd3	Male	Arabic Language		
Loingsech	/m/04n1y6c	Male	Irish		Exile,Sailor
Bahram	/m/03gxw2k	Male			
Stanislao	/m/05d8vy7	Male	Old English language,Polish Language	/m/05d8y5p,/m/05d8ysn,/m/05d8y6j,/m/05d8vxp,/m/05d8y6t,/m/05d8wdv,/m/05d8ysy,/m/05d8vxz,/m/05d8y67,/m/05d8y5z	
Velibor	/m/063zlsb				
Kanak	/m/05d4zk9	Male	Hindi Language		
Kell	/m/05d52fw	Male,Female	English Language	/m/05d52yq,/m/05d52yw,/m/05d52fs,/m/05d52zc	
Javier	/m/06_q0n	Female,Male	Arabic Language,French Language,Basque Language	/m/05d4sj6,/m/05d9t9p,/m/05d9t1_,/m/05d9t9z,/m/05d9t1n,/m/05d4shp	
Kelby	/m/05d524z	Male	Old Norse		
Annabel	/m/05d29c0	Female	Latin Language	/m/05d2cgn,/m/05d29m6,/m/05d2c7c,/m/05d2cgh,/m/05d2cgt,/m/05d2c83,/m/05d2c72,/m/05d2c7n	
Peyton	/m/05d7nwh	Female,Male	Old English language	/m/05d7pnx,/m/05d7nwd,/m/05d7pnn,/m/05d7nvq,/m/05d7nv4,/m/05d7n_1	
Falana	/m/05d7sr_	Female	Greek Language	/m/05d7wh3,/m/05d7wpd,/m/05d7srx,/m/05d7wnn,/m/05d7wp0,/m/05d7wpy	
Camlin	/m/05d31sl	Male			
Faun	/m/05d46df	Female	Latin Language,Old French	/m/05d46cw,/m/05d46q7,/m/05d46db,/m/05d46qh	
Cally	/m/05d32ws	Female	Greek Language	/m/05d32wj,/m/05d32wn,/m/05d32x4	
Ethel	/m/05d4474	Male	Hebrew Language	/m/05d446x,/m/05d4470,/m/05d447d	
Charlton	/m/05d34nn	Male	Old English language	/m/05d38x8,/m/05d39s4,/m/05d39rp,/m/05d39r_,/m/05d39t7,/m/05d39rc,/m/05d34k_,/m/05d34nk,/m/05d39rj,/m/05d39rv,/m/05d3bm5,/m/05d3bjg,/m/05d3bwh	
Prayag	/m/05d7xfy	Male	Hindi Language		
Otho	/m/05d7kf8	Male	Greek Language,Old High German	/m/05d7kd8,/m/05d7kc_,/m/05d7kcf,/m/05d7kcq,/m/05d7kf0,/m/05d7kdk	
Ellory	/m/05d409g	Male		/m/05d407m,/m/05d408h,/m/05d407h,/m/05d40vd,/m/05d407r	
Punita	/m/05d7zb4	Female	Hindi Language		
Opal	/m/05d7jb1	Female	Sanskrit Language		
Edita	/m/05d3x3m	Female		/m/05d3x32,/m/05d3x6f,/m/05d3x74,/m/05d3x6s,/m/05d3x2t,/m/05d3x68,/m/05d3x6_	
Ofelia	/m/05d7j7l	Female	Greek Language	/m/05d7j99,/m/05d7j7h,/m/05d7j7x,/m/05d7kb9	
Archy	/m/05d2h03	Male	Old English language	/m/05d2g_w,/m/05d2h0w,/m/05d2h0c,/m/05d2h1n,/m/05d2g__	
Chase	/m/05d3c77	Male	Old French		
Octavia	/m/05d7gd1	Female	Latin Language	/m/05d7gct	
Renita	/m/05d84zr	Female	Latin Language		
Dorice	/m/05d3v0z	Female	Greek Language	/m/05d3v0b,/m/05d3v0l,/m/05d3v0v,/m/05d3v02,/m/05d3v0q	
Katina	/m/05d4_8g	Female	Greek Language	/m/05d4_xy,/m/05d509r,/m/05d51p8,/m/05d50yb,/m/05d501r,/m/05d5182,/m/05d4_fm,/m/05d516y,/m/05d51ht,/m/05d5126,/m/05d510n,/m/05d50_4,/m/05d4_jz,/m/05d50l9,/m/05d50nd,/m/05d51ff,/m/05d50v6,/m/05d517d,/m/05d50tj,/m/05d5177,/m/05d5172,/m/05d50bt,/m/05d50pd,/m/05d51y6,/m/05d5048,/m/05d50j9	
Norwood	/m/05d7g52	Male	Old English language	/m/05d7g4j,/m/05d7g4m,/m/05d7g13,/m/05d7g4v,/m/05d7g48,/m/05d7gxb,/m/05d7g60,/m/05d7g4z,/m/05d7g4q,/m/05d7g4d	
Riana	/m/05d866v	Female	Welsh Language	/m/05d8666,/m/05d866l,/m/05d866b	
Yesmina	/m/05d9t6k	Female	Hebrew Language		
Rikki	/m/05d88qb	Female	Old High German,Old English language	/m/05d88q7,/m/05d88qh,/m/05d88zt	
Sascha	/m/05d8hqk	Male	Russian Language	/m/05d8hqp,/m/05d8hqf	
Norville	/m/05d7g24	Male	Old French,Old English language	/m/05d7ghk,/m/05d7gh6,/m/05d7gs3,/m/05d7gsd,/m/05d7ghx,/m/05d7g1w	
Carolina	/m/05d34bv	Female	Old High German	/m/05d35ph,/m/05d35tm,/m/05d35s4,/m/05d35rp,/m/05d35q3,/m/05d354n,/m/05d35rv,/m/05d35qx,/m/05d35rc,/m/05d35rj,/m/05d34qx,/m/05d35r6,/m/05d35pt,/m/05d35ql,/m/05d35r_,/m/05d35sg,/m/05d34br,/m/05d35pz,/m/05d35s9,/m/05d35qf,/m/05d35r1,/m/05d35qr,/m/05d35pn,/m/05d34yx,/m/05d35q8	
Wolfgang	/m/05cfnwj	Male	German Language	/m/05d9srz,/m/05d9ss8,/m/05d9ss3,/m/05d9rws,/m/05d9rxr	
Westcott	/m/05d9l7x	Male	Old English language	/m/05d9lhf,/m/05d9l7t,/m/05d9lgr,/m/05d9lgx,/m/05d9lgl	
Ninon	/m/05d7d2r	Female	Spanish Language,Hebrew Language	/m/05d7fm_,/m/05d7fn8,/m/05d7fnp	
Salome	/m/05d8j0m	Female	Hebrew Language	/m/05d8j0r	
Dorrien	/m/05d3twt	Male	Greek Language	/m/05d3v3v,/m/05d3v3d,/m/05d3v3p,/m/05d3twj,/m/05d3v42	
Morton	/m/05d700b	Male	Old English language	/m/05d700m,/m/05d7015,/m/05d7006,/m/05d7002	
Desiderio	/m/05d3s2z	Male	Latin Language,French Language	/m/05d3rhf	
Ruhinda	/m/05d8k1v	Male			
Waltraud	/m/05d9kbp	Female			
Moyes	/m/05d6z8r	Male	Egyptian language,Hebrew Language,Greek Language	/m/05d6zny,/m/05d6zn9,/m/05d6zns,/m/05d6zp2,/m/05d6z8n,/m/05d6zm_,/m/05d6znm,/m/05d6zn4,/m/05d6zng,/m/05d6zqm	
Ynez	/m/05d211_	Female	Greek Language,Latin Language	/m/05d22_6,/m/05d22_1,/m/05d237d,/m/05d22zl,/m/05d22z4,/m/05d237k,/m/05d237q,/m/05d211x,/m/05d22zx,/m/05d22z8,/m/05d237w,/m/05d22zr,/m/05d22zf	
Rupal	/m/05d8k94	Female	Hindi Language		
Wakefield	/m/05d9hjl	Male	Old English language	/m/05d9hxb,/m/05d9hjg,/m/05d9hwv	
Morgana	/m/05d6yzy	Female	Welsh Language,Gaelic	/m/05d6yzp,/m/05d6yzt,/m/05d6y_c	
Csombor	/m/05d3ktz	Male	Hungarian		
Mireya	/m/05d6yld	Female	Spanish Language	/m/05d6yl8,/m/05d6ylp	
Sagar	/m/05d8kh3	Male	Hindi Language	/m/05d8khh,/m/05d8jtw	
Zaria	/m/05d8lb_	Female	Hebrew Language,Arabic Language	/m/05d8l_v,/m/05d8m04,/m/05d8m0g,/m/05d9tm1,/m/05d8l__,/m/05d8mwx,/m/05d8mz_,/m/05d8n3t,/m/05d8m3m,/m/05d8lbx,/m/05d8m4g,/m/05d8m2g,/m/05d8lsq,/m/05d8m09,/m/05d8mrl,/m/05d8m19,/m/05d8l8s,/m/05d9twg	
Sanako	/m/05d8mff	Female	Japanese Language		
Shalin	/m/05d8qbq	Male	Hindi Language		
Mirable	/m/05d6xpv	Female	Spanish Language,Latin Language	/m/05d6yfc,/m/05d6y4t,/m/05d6ycj,/m/05d6y5b	
Velvet	/m/05d9gtz	Female	Middle English		
Mikhaeli	/m/05d6wh5	Female	Hebrew Language	/m/05d6xsh,/m/05d6w05,/m/05d6x44,/m/05d6x2_,/m/05d6x1j,/m/05d6x34,/m/05d6wmf,/m/05d6xvl,/m/05d6ww0,/m/05d6v_t,/m/05d6x0d,/m/05d6x7m,/m/05d6wh2,/m/05d6w01,/m/05d6v_y,/m/05d6wxh	
Ain	/m/05d21wm	Female	Arabic Language		
Apolline	/m/05d2gsv	Female	Greek Language		
Ambrose	/m/05d287b	Male	Greek Language	/m/05d2985	
Bramwell	/m/05d2yyj	Male	English Language	/m/05d2yyn	
Mattea	/m/05d6jjl	Female	Hebrew Language	/m/05d6jk6,/m/05d6jjg,/m/05d6jjb	
Slone	/m/05d8vfb	Male	Gaelic	/m/05d8vfq,/m/05d8vf6	
Moriarty	/m/05d6_x5	Male	Irish		
Araceli	/m/05d2hlf	Female	Latin Language		
Syler	/m/05d8w14	Male		/m/05d8vj4	
Mrinalini	/m/05d6_3c	Female	Hindi Language		
Ugur	/m/05d9b29	Male	Turkish Language		
Pelga	/m/05d7p3l	Female	Greek Language	/m/05d7p3q,/m/05d7p49,/m/05d7pfr	
Maricel	/m/05d63q9	Female	Latin Language	/m/05d63qf,/m/05d62wp	
Starling	/m/05d8y5c	Female	Latin Language,Greek Language	/m/05d8y58,/m/05d8zcl,/m/05d8zbb,/m/05d8zc1,/m/05d8zd9,/m/05d8zbh	
Blanca	/m/05d2vq4	Female	Italian Language	/m/05d2vvz,/m/05d2vq1,/m/05d2vw5,/m/05d2vww	
Makiko	/m/05d5tlt	Female	Japanese Language		
Annabella	/m/05d2bpf	Female	Latin Language	/m/05d2bp1,/m/05d2bp5,/m/05d2cf3,/m/05d2c7n,/m/05d2bnt,/m/05d2cg3,/m/05d2bny,/m/05d2bp9	
Malcom	/m/05d5rxw	Male	Scottish Gaelic language	/m/05d5rx_,/m/05d5ry6	
Gannon	/m/05d4b_j	Male	Irish		
Suma	/m/05d8yw7	Female	Egyptian language,Japanese Language		
Tremeur	/m/05d9b0w	Male	Old French	/m/05d9b0m	
Fab	/m/05d46jb	Male	Latin Language	/m/05d46hs,/m/05d46hh,/m/05d46r_,/m/05d46j1	
Brahni	/m/05d2ypp	Male		/m/05d2ypk,/m/05d2yps	
Luther	/m/05d5m94	Male	Old High German	/m/05d5m9w,/m/05d5m8z,/m/05d5m91	
Chester	/m/05d3cc8	Male	Latin Language	/m/05d3cf0,/m/05d3ccd,/m/05d3cc4	
Swensen	/m/05d90tj	Male		/m/05d90_z,/m/05d9103,/m/05d9108,/m/05d90rw,/m/05d910f,/m/05d90tf	
Christopher	/m/05d3dwq	Male	Greek Language	/m/05d3fr3,/m/05d3f2s,/m/05d3f1y,/m/05d3dc9,/m/05d3fpx,/m/05d3dc5,/m/05d3fsf,/m/05d3dwm,/m/05d3ftx,/m/05d3f1t,/m/05d3f0_	
Tajo	/m/05d9220	Male	Spanish Language		
Trenton	/m/05d99_t	Male	Old English language,Latin Language	/m/05d99_z	
Tapti	/m/05d923l	Female	Hindi Language		
Thorkell	/m/05d97kw	Male			
Gervis	/m/05d4bvy	Male	Old English language,Latin Language	/m/05d4cnm,/m/05d4c2c,/m/05d4c18,/m/05d4c30,/m/05d4bx0,/m/05d4c3q,/m/05d4byc,/m/05d4c1p,/m/05d4bvv	
Crescentius	/m/060jrn				
Lionel	/m/05d5hwr	Male	Old French	/m/05d5hvx,/m/05d5hwn,/m/05d5hvb,/m/05d5j86	
Gana	/m/05d4c08	Female	Hebrew Language		
Terri	/m/05d96jn	Female	Greek Language	/m/05d957n,/m/05d96s_,/m/05d96sj,/m/05d96n6,/m/05d957f,/m/05d957w,/m/05d96t4,/m/05d96jk,/m/05d96sv,/m/05d957b,/m/05d957s,/m/05d957z,/m/05d96sf,/m/05d96sp,/m/05d957k,/m/05d9576	
Alcander	/m/05d2381	Male	Greek Language	/m/05d23jd,/m/05d23j2	
Beauregard	/m/05d2sm8	Male	French Language	/m/05d2sm4,/m/05d2smk	
Linford	/m/05d5g2x	Male	Old English language	/m/05d5gws,/m/05d5gwy,/m/05d5g2t,/m/05d5gw4,/m/05d5gwg,/m/05d5gwm,/m/05d5gpn,/m/05d5gr3,/m/05d5gy2,/m/05d5gz7,/m/05d5gw9	
Georgy	/m/05d4dl8	Female,Male	Greek Language	/m/05d4g5m,/m/05d4hw4,/m/05d4dxz,/m/05d4jwc,/m/05d4jwz,/m/05d4d5q,/m/05d4fk_,/m/05d4hvw,/m/05d4f82,/m/05d4jxs,/m/05d4dl5,/m/05d4h3t,/m/05d4fkj,/m/05d4fkc,/m/05d4f90,/m/05d4fk1,/m/05d4g62,/m/05d4f7y,/m/05d4f7s,/m/05d4gxl,/m/05d4jvx,/m/05d4g4_,/m/05d4gx9,/m/05d4f7h,/m/05d4j2k,/m/05d4jy_,/m/05d4fkv,/m/05d4h3g,/m/05d4f8w,/m/05d4g54,/m/05d4g4v,/m/05d4f2q,/m/05d4g67,/m/05d4jts,/m/05d4f7m,/m/05d4j28,/m/05d4g5s,/m/05d4jyq,/m/05d4djy,/m/05d4h44,/m/05d4jt9,/m/05d4g5y,/m/05d4g6d,/m/05d4f8q,/m/05d4f8d,/m/05d4f8k,/m/05d4fjw,/m/05d4g59,/m/05d4fkp,/m/05d4fqw,/m/05d4jk8,/m/05d4g5g,/m/05d4fk6,/m/05d4f87	
Flossie	/m/05d47_s	Female	Latin Language	/m/05d48gd,/m/05d4872,/m/05d48hp,/m/05d47_p,/m/05d48gw,/m/05d48g7,/m/05d488z,/m/05d48h0,/m/05d48hc,/m/05d48gq,/m/05d48hv,/m/05d48hj,/m/05d48h5,/m/05d48gk	
Circe	/m/05d3f85	Female	Greek Language		
Jermyn	/m/05d4lfk	Male	Middle English,French Language	/m/05d4lj6,/m/05d4lfv,/m/05d4lff,/m/05d4lgs,/m/05d4lhf,/m/05d4n4q,/m/05d4lg7	
Ayushi	/m/05d2pmv	Female	Hindi Language		
Ciro	/m/05d3fbt	Male	Spanish Language,Latin Language	/m/05d3fbp,/m/05d3fcf,/m/05d3fbk	
Bale	/m/05d2pvp	Male			
Karla	/m/05d33dk	Female,Male		/m/05d33qn,/m/05d33qz,/m/05d33cj,/m/05d33qt,/m/05d34pr,/m/05d334l,/m/05d33q5,/m/05d353k,/m/05d34q1,/m/05d353q,/m/05d34pl,/m/05d33qh,/m/05d334q,/m/05d34g0,/m/05d33dg,/m/05d33qb,/m/05d34px,/m/05d33np,/m/05d334t	
Hilton	/m/05d4r9h	Male	Old English language		
Penina	/m/05d7r6_	Female	Hebrew Language	/m/05d7r6h,/m/05d7qhp,/m/05d7qhk,/m/05d7r6c,/m/05d7qht,/m/05d7r6r	
Jarlath	/m/05d4vml	Male	Hebrew Language		
Lin	/m/05d5ffj	Female,Male	Spanish Language,Old English language	/m/05d5grf,/m/05d5gpz,/m/05d5gz2,/m/05d5gyg,/m/05d5gz7,/m/05d5gyy,/m/05d5gym,/m/05d5h23,/m/05d5gys,/m/05d5hfv,/m/05d5gy9,/m/05d5hg4,/m/05d5hf_,/m/05d5gn9,/m/05d5fff,/m/05d5gtb	
Valentyn	/m/063yvh6				
Leó	/m/05d5d7v	Male	Old High German	/m/05d5d7r,/m/05d5fn7,/m/05d5fnw,/m/05d5fnd,/m/05d5fp0,/m/05d5fsb,/m/05d5dbd,/m/05d5dvg,/m/05d5fpb,/m/05d5d9h,/m/05d5fjb,/m/05d5fp5,/m/05d5fqq	
Jolan	/m/05d4x8f	Female	Hungarian	/m/05d4x8k	
Laquetta	/m/05d57c0	Female		/m/05d57br,/m/05d57bn	
Karida	/m/05d4zfy	Female	Arabic Language		
Kyna	/m/05d55dw	Female	Gaelic	/m/05d55p9,/m/05d55ds,/m/05d55pj	
Feronia	/m/05d47kk	Female	Latin Language		
Kenzi	/m/05d5461	Female		/m/05d545z,/m/05d54db,/m/05d54dv,/m/05d54c_,/m/05d544v	
