b,aaron,erin,ron,ronnie
b,al,allen
b,andrew,andy,drew
b,ash,ashley
b,bev,beverley
b,bev,beverly
b,cal,cale,caleb
b,cal,calvin,vin,vinny
b,cam,cameron,ron,ronny
b,clair,clare,clarence,clay
b,clay,clayton
b,dal,dalton
b,dan,daniel,danny
b,dennie,dennis,denny
b,eli,elisha,ellis
b,jay,jayme
b,jess,jesse,jessie
b,joe,joel,joey
b,jody,joe,joey,joseph
b,ken,kenneth,kenny
b,kim,kimberley
b,kim,kimberly
b,laverne,verna,vernon
b,maddie,maddy,madison,mattie
b,martin,marty
b,mel,melvin
b,michele,shell
b,ray,raymond
b,rae,renee
b,sam,sammy,samuel,sonny
b,sid,sidney,syd
b,sid,sydney
b,tam,tammy,tamsin
b,freddie,winifred,winnie
f,abbie,abby,abigail,gail
f,abbie,abby
f,ada,adaline,addy,adela,adeline,delia,dell,lena
f,adelaida,ida
f,albert,bert,del
f,addie,adeline
f,agatha,aggie,aggy
f,alberta,alex,alla,allie,bert,berta,bertie,sandy
f,al,alex,alexander,andy,lex,lexie,sandy
f,alex,alexa,alexandra,ali,alla,lexa,lexi,lexie,sandy
f,alexa,alexandria
f,alexis,lexi
f,al,alfie,fred
f,alfreda,alfy,freda,freddy,frieda
f,alice,allie,ally,elsie,lisa
f,alicia,allie,ally,elsie,lisa
f,ali,alison,elsie
f,al,ali,allison,ally
f,almeda,mary
f,almira,mira,myra
f,al,lonnie
f,ally,alyssa,lyssa
f,amanda,manda,mandy
f,amelia,amy,emily,mel,melia,millie
f,ana,anastasia,stacy
f,andy,sonny
f,andrea,andrew,rea
f,angel,angela,angelica,angie
f,angel,angelina,lina
f,angel,angeline,lina
f,agnes,ann,anne,annette,annie,nan,nancy,nanny,nina
f,anthony,antoinette,antonia,tony
f,ann,annette,annie,anthony,antoinette,antonia,nan,nana,nancy,nanny,netta,nettie,netty,nina,toni,tonie,tony
f,ara,arabella,arabelle,bel,bella,belle
f,ara,arabelle
f,araminta,armida
f,ariadne,arie
f,arie,arielle
f,arlene,arly,lena
f,armanda,mandy
f,aubrey,bree
f,audrey,dee
f,aggy,augusta,augustina,gus,gussie,tina
f,aggy,augustina,gus,gussie,ina,tina
f,aggy,augustine,austin,gus,gussie,gussy,ina,tina
f,augusta,austin,gus,gussie
f,aurelia,ora,ree
f,bab,babbie,babs,barb,barbara,barbie,barby,benny,bobbie,bonnie,bunnie
f,bea,beatrice,trisha,trix,trixie
f,bedelia,delia
f,bennie,benny,jamie
f,bernadette,bunny
f,bernie,berny
f,bert,bertha,bertie,berty,birdie
f,beth,bethena
f,bea,blanche
f,brandy,brenda
